W3,Kacie,19-Mar,10:39:48 PM,1,,,,,,,,
W3,Kacie,19-Mar,10:39:59 PM,,1,,,,,,,
W3,Kacie,20-Mar,7:41:17 AM,1,,,,,,,,
W3,Kacie,20-Mar,7:41:37 AM,,1,,,,,,,
W3,Kacie,20-Mar,11:57:17 AM,,,,1,,,,,
W3,Kacie,21-Mar,7:46:44 AM,1,,,,,,,,
W3,Kacie,21-Mar,7:46:57 AM,,1,,,,,,,
W3,Kacie,21-Mar,7:47:35 AM,1,,,,,,,,
W3,Kacie,21-Mar,7:47:52 AM,,1,,,,,,,
W3,Kacie,21-Mar,7:48:16 AM,1,,,,,,,,
W3,Kacie,21-Mar,7:48:31 AM,,1,,,,,,,
W3,Kacie,21-Mar,8:01:18 AM,,,,,1 (3 seconds),,,,jacob messing with waldo
W3,Kacie,21-Mar,8:01:47 AM,,,,,1 (4 seconds),,,,"jacob walked up, messed with waldo for a few seconds, then walked away"
W3,Kacie,21-Mar,8:02:35 AM,1,,,,,,,,
W3,Kacie,21-Mar,8:02:51 AM,,1,,,,,,,
W3,Kacie,21-Mar,8:03:25 AM,1,,,,,,,,
W3,Kacie,21-Mar,8:03:47 AM,,1,,,,,,,
W3,Kacie,21-Mar,8:04:21 AM,1,,,,,,,,
W3,Kacie,21-Mar,8:04:44 AM,,1,,,,,,,
W3,Kacie,21-Mar,8:05:24 AM,1,,,,,,,,
W3,Kacie,21-Mar,8:05:25 AM,1,,,,,,,,
W3,Kacie,21-Mar,8:05:51 AM,,1,,,,,,,
W3,Kacie,21-Mar,8:13:55 AM,1,,,,,,,,
W3,Kacie,21-Mar,8:14:09 AM,,1,,,,,,,
W3,Kacie,21-Mar,8:14:23 AM,1,,,,,,,,
W3,Kacie,21-Mar,8:14:39 AM,,1,,,,,,,
W3,Kacie,21-Mar,8:15:41 AM,1,,,,,,,,
W3,Kacie,21-Mar,8:16:05 AM,,1,,,,,,,
W3,Kacie,21-Mar,8:16:35 AM,1,,,,,,,,
W3,Kacie,21-Mar,8:16:55 AM,,1,,,,,,,
W3,Kacie,21-Mar,8:17:31 AM,1,,,,,,,,
W3,Kacie,21-Mar,8:17:51 AM,,1,,,,,,,
W3,Kacie,21-Mar,9:26:07 AM,,,,,1 (5 seconds),,,,person standing by the door and moving the door
W3,Kacie,21-Mar,9:26:11 AM,,,1,,,,,,
W3,Kacie,21-Mar,9:26:57 AM,,,,,1 (12 seonds),,,,person open and closes door and stands in doorway
W3,Kacie,21-Mar,9:27:06 AM,,,,,1 (3 seconds),,,,person taking picture 
W3,Kacie,21-Mar,9:27:09 AM,1,,,,,,,,
W3,Kacie,21-Mar,9:27:30 AM,,1,,,,,,,
W3,Kacie,21-Mar,10:33:07 AM,1,,,,,,,,person walks in and turns lights off
W3,Kacie,21-Mar,10:33:10 AM,,1,,,,,,,
W3,Kacie,22-Mar,3:47:02 AM,1,,,,,,,,someone steps in to turn lights on
W3,Kacie,22-Mar,8:47:04 AM,,1,,,,,,,
W3,Kacie,22-Mar,8:48:31 AM,,,,,1 (3 seconds),,,,jacob messing with waldo
W3,Kacie,26-Mar,6:39:00 PM,,,,1,,,,,
W3,Kacie,26-Mar,7:05:59 PM,,,,,1 (7 seconds),,,,kacie setting camera up
W3,Kacie,26-Mar,8:16:35 PM,,1,,,,,,,
W3,Kacie,26-Mar,8:17:19 PM,1,,,,,,,,
W3,Kacie,26-Mar,8:17:24 PM,,1,,,,,,,door is shut
W3,Kacie,27-Mar,7:41:26 AM,1,,,,,,,,
W3,Kacie,27-Mar,7:41:30 AM,,,,,1 (4 seconds),,,,jacob messes with waldo for a few sends and then walks out
W3,Kacie,27-Mar,4:42:36 AM,,,,,1,,,,jacob messing with waldo
W3,Kacie,27-Mar,8:23:53 AM,1,,,,,,,,
W3,Kacie,27-Mar,8:24:08 AM,,1,,,,,,,
W3,Kacie,27-Mar,8:24:31 AM,1,,,,,,,,
W3,Kacie,27-Mar,8:24:46 AM,,1,,,,,,,
W3,Kacie,27-Mar,8:25:09 AM,1,,,,,,,,
W3,Kacie,27-Mar,8:25:25 AM,,1,,,,,,,
W3,Kacie,27-Mar,8:25:49 AM,1,,,,,,,,
